github,main,git@github.com:esparta/dotfiles.git,.dotfiles,
github,master,git@github.com:esparta/ruby.git,repos/ruby/implementation/cruby,https://git.ruby-lang.org/ruby.git
github,master,git@github.com:esparta/csv.git,repos/ruby/stdlib/csv,https://github.com/ruby/csv.git
github,master,git@github.com:esparta/fileutils.git,repos/ruby/stdlib/fileutils,https://github.com/ruby/fileutils.git
github,master,git@github.com:esparta/forwardable.git,repos/ruby/stdlib/forwardable,https://github.com/ruby/forwardable.git
github,master,git@github.com:esparta/ostruct.git,repos/ruby/stdlib/ostruct,https://github.com/ruby/ostruct.git
github,master,git@github.com:esparta/rdoc.git,repos/ruby/stdlib/rdoc,https://github.com/ruby/rdoc.git
github,master,git@github.com:esparta/logger.git,repos/ruby/stdlib/logger,https://github.com/ruby/logger.git
github,master,git@github.com:esparta/rake.git,repos/ruby/stdlib/rake,https://github.com/ruby/rake.git
github,master,git@github.com:esparta/openssl.git,repos/ruby/stdlib/openssl,https://github.com/ruby/openssl.git
github,master,git@github.com:esparta/psych.git,repos/ruby/stdlib/psych,https://github.com/ruby/psych.git
github,master,git@github.com:esparta/rss.git,repos/ruby/network/rss,https://github.com/ruby/rss.git
github,master,git@github.com:esparta/shell.git,repos/ruby/stdlib/shell,https://github.com/ruby/shell.git
github,master,git@github.com:esparta/stringio.git,repos/ruby/stdlib/stringio,https://github.com/ruby/stringio.git
github,master,git@github.com:esparta/strscan.git,repos/ruby/stdlib/strscan,https://github.com/ruby/strscan.git
github,master,git@github.com:esparta/mspec.git,repos/ruby/test/mspec,https://github.com/ruby/mspec.git
github,master,git@github.com:esparta/spec.git,repos/ruby/test/spec,https://github.com/ruby/spec.git
github,master,git@github.com:esparta/ipaddr.git,repos/ruby/network/ipaddr,https://github.com/ruby/ipaddr.git
github,master,git@github.com:esparta/webrick.git,repos/ruby/network/webrick,https://github.com/ruby/webrick.git
github,master,git@github.com:esparta/matrix.git,repos/ruby/stdlib/matrix,https://github.com/ruby/matrix.git
github,master,git@github.com:esparta/date.git,repos/ruby/stdlib/date,https://github.com/ruby/date.git
github,master,git@github.com:esparta/rack.git,repos/ruby/network/rack/rack,https://github.com/rack/rack.git
github,master,git@github.com:esparta/rack-contrib.git,repos/ruby/network/rack/rack-contrib,https://github.com/rack/rack-contrib.git
github,main,git@github.com:esparta/dry-system.git,repos/ruby/dry-rb/system,https://github.com/dry-rb/dry-system.git
github,main,git@github.com:esparta/dry-validation.git,repos/ruby/dry-rb/validation,https://github.com/dry-rb/dry-validation.git
github,main,git@github.com:esparta/dry-schema.git,repos/ruby/dry-rb/schema,https://github.com/dry-rb/dry-schema.git
github,main,git@github.com:esparta/dry-core.git,repos/ruby/dry-rb/core,https://github.com/dry-rb/dry-core.git
github,main,git@github.com:esparta/dry-monads.git,repos/ruby/dry-rb/monads,https://github.com/dry-rb/dry-monads.git
github,main,git@github.com:esparta/dry-struct.git,repos/ruby/dry-rb/struct,https://github.com/dry-rb/dry-struct.git
github,main,git@github.com:esparta/dry-types.git,repos/ruby/dry-rb/types,https://github.com/dry-rb/dry-types.git
github,main,git@github.com:esparta/rails,repos/ruby/rails/rails,https://github.com/rails/rails.git
github,master,git@github.com:esparta/osem,repos/ruby/apps/osem,https://github.com/openSUSE/osem.git
github,master,git@github.com:esparta/www.ruby-lang.org,repos/ruby/docs/ruby_lang_org,https://github.com/ruby/www.ruby-lang.org.git
github,master,git@github.com:esparta/97cosas,repos/content/97cosas,
github,main,git@github.com:esparta/dry-logic.git,repos/ruby/dry-rb/logic,https://github.com/dry-rb/dry-logic.git
github,master,git@github.com:esparta/shrine.git,repos/ruby/libs/shrine,https://github.com/shrinerb/shrine.git
github,master,git@github.com:esparta/elixir.git,repos/elixir/elixir,https://github.com/elixir-lang/elixir.git
github,main,git@github.com:esparta/dry-configurable,repos/ruby/dry-rb/configurable,https://github.com/dry-rb/dry-configurable.git
github,main,git@github.com:esparta/dry-monitor,repos/ruby/dry-rb/monitor,https://github.com/dry-rb/dry-monitor.git
github,main,git@github.com:esparta/dry-matcher,repos/ruby/dry-rb/matcher,https://github.com/dry-rb/dry-matcher.git
github,master,git@github.com:esparta/unpwn,repos/ruby/libs/unpwn,https://github.com/indirect/unpwn.git
github,main,git@github.com:esparta/rubydoc.info,repos/ruby/apps/rubydoc,https://github.com/docmeta/rubydoc.info.git
github,master,git@github.com:esparta/ruby-net-ldap.git,repos/ruby/network/net-ldap,https://github.com/ruby-ldap/ruby-net-ldap.git
github,main,git@github.com:esparta/dry-initializer,repos/ruby/dry-rb/initializer,https://github.com/dry-rb/dry-initializer.git
github,main,git@github.com:esparta/dry-logger,repos/ruby/dry-rb/logger,https://github.com/dry-rb/dry-logger.git
